ID,ペア,is_sudden_severe,is_numbness,is_behavior,label_sudden_severe,label_numbness,label_behavior
sudden_severe_1_0967,"Dispatcher: 軽い頭痛ではなく、いきなり強い痛みが来たんですか？
Caller: いいえ、友人は前から鈍く痛かったと言っていて、突然ひどくなった感じではないです。",True,False,False,1,False,False
sudden_severe_1_0968,"Dispatcher: さっきまで普通だったのに、急に我慢できないほど頭が痛くなった感じですか？
Caller: いいえ、夫は昼ごろからだんだん痛みが増しただけで、急に強い痛みが来たわけではありません。",True,False,False,1,False,False
sudden_severe_1_0969,"Dispatcher: いきなり激しい頭痛が出たんでしょうか？
Caller: いいえ、同僚は昨日から続く頭痛がまだあると言っていて、突然の強い痛みではないです。",True,False,False,1,False,False
sudden_severe_1_0970,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、急にではなく、徐々に痛くなってきた頭痛です。",True,False,False,1,False,False
sudden_severe_2_0971,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 本人から頭が痛いとだけ連絡があって、急に始まったのか強いのかまでは確認できていません。",True,False,False,2,False,False
sudden_severe_2_0972,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: そこは分かりません。急に強くなったのかどうかはまだ確認できていません。",True,False,False,2,False,False
sudden_severe_2_0973,"Dispatcher: さっきまで普通だったのに、急にひどい頭痛になった感じですか？
Caller: 電話で聞いただけなので、始まり方や痛みの強さまでは分かりません。",True,False,False,2,False,False
sudden_severe_2_0974,"Dispatcher: 頭の痛みは、急に出た強い痛みか確認できますか？
Caller: 今は本人のそばにいないので、突然なのか激しいのかは確認できません。",True,False,False,2,False,False
sudden_severe_2_0975,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 娘から頭痛がするとだけメッセージが来ていて、急にひどくなったのかまでは分からないです。",True,False,False,2,False,False
sudden_severe_-1_0976,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: 会社からの連絡で頭痛としか聞いておらず、手足のしびれや動かしにくさは確認できていません。",True,False,False,-1,False,False
sudden_severe_-1_0977,"Dispatcher: 普通に手足は動かせていますか？
Caller: はい、妻は両手両足ともいつも通り動いていて、しびれもないと言っています。",True,False,False,-1,False,False
sudden_severe_-1_0978,"Dispatcher: 片側の手足にしびれや力の入りにくさはありますか？
Caller: いいえ、弟を見ていますが、手足は左右とも普通に動いていて、しびれもありません。",True,False,False,-1,False,False
sudden_severe_-1_0979,"Dispatcher: 何か変わったことはありますか？
Caller: 頭が痛いとは聞いていますが、普段と違う様子かどうかはまだ分かりません。",True,False,False,-1,False,False
sudden_severe_-1_0980,"Dispatcher: 普段と違う振る舞いや様子はありますか？
Caller: はい、父は受け答えがちぐはぐで、落ち着きなく同じことを繰り返しています。",True,False,False,-1,False,False
sudden_severe_0_0981,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、友人が急に頭を抱えて、耐えられないくらい痛いと訴えています。",True,False,False,0,False,False
sudden_severe_0_0982,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、父はさっき急に痛み出して、今までで一番ひどい頭痛だと言っています。",True,False,False,0,False,False
sudden_severe_0_0983,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、同僚が作業中に急に顔をしかめて、その場で動けないほど強い頭痛だと言っています。",True,False,False,0,False,False
sudden_severe_0_0984,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、母がさっきまで普通だったのに、急に割れるように痛いと言い出しました。",True,False,False,0,False,False
sudden_severe_0_0985,"Dispatcher: いつもの頭痛ではなく、急にひどくなった感じですか？
Caller: はい、兄は急にものすごい痛みが来て、我慢できないと言っています。",True,False,False,0,False,False
sudden_severe_1_0986,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、妻は朝からじわじわ痛くなってきたと言っていて、急な激痛ではありません。",True,False,False,1,False,False
sudden_severe_1_0987,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、急にではなく、数時間かけて少しずつ強くなった頭痛です。",True,False,False,1,False,False
sudden_severe_1_0988,"Dispatcher: いきなり強い頭痛が来た感じですか？
Caller: いいえ、祖母は前から重たい感じが続いていて、突然の激しい痛みではないです。",True,False,False,1,False,False
sudden_severe_1_0989,"Dispatcher: さっき急に耐えられないほど痛くなったんですか？
Caller: いいえ、息子は部活のあとから少し痛いと言っていて、急にひどくなったわけではありません。",True,False,False,1,False,False
sudden_severe_1_0990,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、突然ではなく、もともとの頭痛が続いているだけです。",True,False,False,1,False,False
sudden_severe_2_0991,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: 突然だったかも、どれほど強いかも、私はその場で見ていないので分かりません。",True,False,False,2,False,False
sudden_severe_2_0992,"Dispatcher: 頭の痛みは、急に起きた強い痛みですか？
Caller: 同僚から頭が痛いと連絡が来ただけで、急に始まったのか、かなり強いのかまでは聞けていません。",True,False,False,2,False,False
sudden_severe_2_0993,"Dispatcher: さっきまで普通だったのに、急にひどい頭痛になった感じですか？
Caller: 母とは別の階にいて、今電話で呼ばれただけなので、出方や痛みの強さまではまだ分からないです。",True,False,False,2,False,False
sudden_severe_2_0994,"Dispatcher: 頭痛は突然の激しい痛みでしょうか？
Caller: 友人からメッセージが来ただけで、急にだったのか、ひどい痛みなのかは確認できていません。",True,False,False,2,False,False
sudden_severe_2_0995,"Dispatcher: 急に我慢できないほどの頭痛が起きたんですか？
Caller: 本人は今うずくまっていて話せず、急だったかどうかも、どのくらい強いかも私には分かりません。",True,False,False,2,False,False
sudden_severe_-1_0996,"Dispatcher: 普通に手足は動いていますか？
Caller: いいえ、左手に力が入らないと言っていて、足もしびれるようです。",True,False,False,-1,False,False
sudden_severe_-1_0997,"Dispatcher: 何かいつもと違う様子はありますか？
Caller: はい、質問しても返事がちぐはぐで、普段みたいな受け答えができていません。",True,False,False,-1,False,False
sudden_severe_-1_0998,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: 今は本人が部屋に鍵をかけていて中の様子が見えず、しびれや麻痺があるかは確認できません。",True,False,False,-1,False,False
sudden_severe_-1_0999,"Dispatcher: 体は普段どおり動かせていますか？
Caller: 電話で頭痛を訴えただけなので、手足のしびれや動かしにくさまでは分からないです。",True,False,False,-1,False,False
sudden_severe_-1_1000,"Dispatcher: ぼんやりしているなど、普段と違う振る舞いはありますか？
Caller: いいえ、受け答えはいつもどおりで、変わった様子はありません。",True,False,False,-1,False,False
sudden_severe_0_1001,"Dispatcher: いつもの頭痛という感じですか？
Caller: いいえ、さっき急に痛み出して、本人が今までで一番ひどいと言っています。",True,False,False,0,False,False
sudden_severe_0_1002,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、会議中に急に頭を押さえて、我慢できないほど痛いと言い出しました。",True,False,False,0,False,False
sudden_severe_0_1003,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: はい、いきなりひどい頭痛が来たようで、動けなくなっています。",True,False,False,0,False,False
sudden_severe_0_1004,"Dispatcher: 軽い頭痛ではなく、急に強い痛みになった感じですか？
Caller: はい、さっきまで普通に話していたのに、突然ものすごく痛いと言ってしゃがみ込みました。",True,False,False,0,False,False
sudden_severe_0_1005,"Dispatcher: 頭痛は急に始まった強い痛みですか？
Caller: はい、父が急に頭を抱えて、耐えられないくらい痛いと言っています。",True,False,False,0,False,False
sudden_severe_1_1006,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、朝から少しずつ痛くなってきたようで、急にではありません。",True,False,False,1,False,False
sudden_severe_1_1007,"Dispatcher: いきなりひどい頭痛になったんですか？
Caller: いいえ、昼ごろからじわじわ痛くなったと言っていて、突然ではないです。",True,False,False,1,False,False
sudden_severe_1_1008,"Dispatcher: さっき急に我慢できないほど痛くなった感じですか？
Caller: いいえ、前からある頭痛が少し続いているだけで、急な強い痛みではありません。",True,False,False,1,False,False
sudden_severe_1_1009,"Dispatcher: 頭痛は突然の激しい痛みでしょうか？
Caller: いいえ、だんだん痛くなってきたそうで、急に起きたひどい痛みではないです。",True,False,False,1,False,False
sudden_severe_1_1010,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: いいえ、昨夜から続いている頭痛で、急に強く出たものではありません。",True,False,False,1,False,False
sudden_severe_2_1011,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: そこまでは分からず、急に強くなったのかどうかは確認できていません。",True,False,False,2,False,False
sudden_severe_2_1012,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 夫から頭痛がするとだけ電話があって、急に始まったのか、激しいのかまではまだ分かりません。",True,False,False,2,False,False
sudden_severe_2_1013,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 今は本人のそばにいないので、突然だったか、強い痛みかは確認できません。",True,False,False,2,False,False
sudden_severe_2_1014,"Dispatcher: いきなり耐えられないような頭痛になったんですか？
Caller: 私は学校から呼ばれただけで、急にだったのか痛みがどれほどかまではまだ聞けていません。",True,False,False,2,False,False
sudden_severe_2_1015,"Dispatcher: さっき急にひどい頭痛が出た感じですか？
Caller: 本人からは頭が痛いとしか聞いておらず、始まり方や強さは分からないです。",True,False,False,2,False,False
sudden_severe_-1_1016,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: いいえ、手も足も普通に動かせていて、しびれはないそうです。",True,False,False,-1,False,False
sudden_severe_-1_1017,"Dispatcher: 何か変わった様子はありますか？
Caller: 頭痛の連絡だけで私はまだ会えておらず、普段と違う振る舞いがあるかは確認できません。",True,False,False,-1,False,False
sudden_severe_-1_1018,"Dispatcher: いつもと違う行動や受け答えはありますか？
Caller: 今は職場の別フロアにいて直接見ていないので、様子がおかしいかどうかは分かりません。",True,False,False,-1,False,False
sudden_severe_-1_1019,"Dispatcher: 普段と違う振る舞いはありますか？
Caller: いいえ、会話も普通ですし、行動もいつもと変わりません。",True,False,False,-1,False,False
sudden_severe_-1_1020,"Dispatcher: 手足は普段どおり動かせていますか？
Caller: そこはまだ見ていなくて、しびれや麻痺があるかは分かりません。",True,False,False,-1,False,False
sudden_severe_0_1021,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、急に我慢できないくらい強い頭痛が来たと家族が言っています。",True,False,False,0,False,False
sudden_severe_0_1022,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、さっきまで普通にしていたのに、急にひどい頭痛が来て動けなくなりました。",True,False,False,0,False,False
sudden_severe_0_1023,"Dispatcher: いつもの頭痛ではなく、急に強く痛くなった感じですか？
Caller: はい、突然ズキンと来て、本人も今までで一番つらいと言っています。",True,False,False,0,False,False
sudden_severe_0_1024,"Dispatcher: さっきまで平気だったのに、一気に耐えられない頭痛になった感じですか？
Caller: はい、同僚が急に頭を押さえて、その場でしゃがみ込むほどの痛みです。",True,False,False,0,False,False
sudden_severe_0_1025,"Dispatcher: いつもの軽い頭痛というより、急にひどくなった感じですか？
Caller: ええ、友人が急に『割れるみたいに痛い』と言い出して、かなり激しいです。",True,False,False,0,False,False
sudden_severe_1_1026,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、急にではなく朝から少しずつ痛くなってきたようです。",True,False,False,1,False,False
sudden_severe_1_1027,"Dispatcher: いつもの頭痛ではなく、急に強く痛くなった感じですか？
Caller: いいえ、突然ではなく、昼ごろからだんだん痛みが増してきただけです。",True,False,False,1,False,False
sudden_severe_1_1028,"Dispatcher: 今回は急にひどくなった頭痛ですか？
Caller: いいえ、母は前から少し痛いと言っていて、急に激しくなったわけではありません。",True,False,False,1,False,False
sudden_severe_1_1029,"Dispatcher: さっきまで普通だったのに、一気に耐えがたい頭痛になった感じですか？
Caller: いいえ、夫は仕事中からじわじわ痛くなってきたと言っていて、急な出方ではありません。",True,False,False,1,False,False
sudden_severe_1_1030,"Dispatcher: いつもの軽い頭痛ではなく、急に強くなった感じですか？
Caller: いいえ、友人は前から頭が重い感じだったそうで、突然の激痛ではないです。",True,False,False,1,False,False
sudden_severe_2_1031,"Dispatcher: 頭の痛みは、急に出た強い痛みか確認できますか？
Caller: 近くにいないので、突然なのか、強い痛みなのかは確認できません。",True,False,False,2,False,False
sudden_severe_2_1032,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 頭が痛いとだけ連絡があって、急に始まったのか強いのかまでは分かりません。",True,False,False,2,False,False
sudden_severe_2_1033,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: それが、本人は離れた場所にいて、急にひどくなったのかどうかまではまだ聞けていません。",True,False,False,2,False,False
sudden_severe_2_1034,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: その点は分かりません。頭痛があることしか確認できていません。",True,False,False,2,False,False
sudden_severe_2_1035,"Dispatcher: 何か分かる範囲で、急に強い頭痛になった様子はありますか？
Caller: 同僚から頭痛の連絡だけ来ていて、始まり方や痛みの強さはまだ不明です。",True,False,False,2,False,False
sudden_severe_-1_1036,"Dispatcher: ぼんやりしている、返事がおかしいなど、普段と違う様子はありますか？
Caller: いいえ、妻ですが受け答えも普段通りで、行動も特におかしくありません。",True,False,False,-1,False,False
sudden_severe_-1_1037,"Dispatcher: 普通に手足は動かせていますか？
Caller: いや、弟は右手に力が入らないと言っていて、足もしびれるみたいです。",True,False,False,-1,False,False
sudden_severe_-1_1038,"Dispatcher: しびれや麻痺はありますか？
Caller: いいえ、手足は問題なく動いていて、しびれもないです。",True,False,False,-1,False,False
sudden_severe_-1_1039,"Dispatcher: 普段と違う振る舞いや様子はありますか？
Caller: はい、父なんですが質問しても話がかみ合わず、急に同じことを何度も繰り返しています。",True,False,False,-1,False,False
sudden_severe_-1_1040,"Dispatcher: 手足の動かしにくさやしびれはありますか？
Caller: いいえ、娘は両手両足とも普通に動かせていて、しびれも訴えていません。",True,False,False,-1,False,False
sudden_severe_0_1041,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、さっき急に『頭が割れそうに痛い』と言って、うずくまっています。",True,False,False,0,False,False
sudden_severe_0_1042,"Dispatcher: いつもの頭痛ではなく、急に強く痛くなった感じですか？
Caller: はい、急にものすごい痛みが来たと本人がはっきり言っています。",True,False,False,0,False,False
sudden_severe_0_1043,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、夫が突然激しい頭痛を訴えて、その場から動けなくなりました。",True,False,False,0,False,False
sudden_severe_0_1044,"Dispatcher: いつもの頭痛というより、急に耐えられないくらい強くなった感じですか？
Caller: はい、友人が会話の途中で急に頭を抱えて、今までにない痛みだと言っています。",True,False,False,0,False,False
sudden_severe_0_1045,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、母が急にひどい頭痛を訴えて、我慢できないと言っています。",True,False,False,0,False,False
sudden_severe_1_1046,"Dispatcher: 今回は急にひどくなった頭痛ですか？
Caller: いいえ、急にではなく、少し前からじわじわ痛くなっています。",True,False,False,1,False,False
sudden_severe_1_1047,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、本人は前から頭が重い感じで、急に強い痛みが来たわけではないそうです。",True,False,False,1,False,False
sudden_severe_1_1048,"Dispatcher: いつもの頭痛ではなく、急に強くなった感じですか？
Caller: いいえ、朝から少しずつ痛みが増してきたようです。",True,False,False,1,False,False
sudden_severe_1_1049,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、娘は昨日から頭痛が続いていて、急に始まった激しい痛みではありません。",True,False,False,1,False,False
sudden_severe_1_1050,"Dispatcher: 今回は急に耐えられないほど痛くなった感じですか？
Caller: いいえ、同僚は前から鈍い痛みが続いていたと言っていて、突然の激痛ではないです。",True,False,False,1,False,False
sudden_severe_2_1051,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 本人が頭痛いと言っているだけで、急に始まったのか、ひどい痛みなのかまでは確認できていません。",True,False,False,2,False,False
sudden_severe_2_1052,"Dispatcher: いつもの頭痛ではなく、急に強く出た感じですか？
Caller: 職場から連絡を受けただけなので、急に強くなったのかどうかは分かりません。",True,False,False,2,False,False
sudden_severe_2_1053,"Dispatcher: 激しい頭痛が急に起こった感じですか？
Caller: 急にだったのか、どのくらい強いのかは分かりません。",True,False,False,2,False,False
sudden_severe_2_1054,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: そこまでは分からなくて、急にひどくなったのかは確認できていません。",True,False,False,2,False,False
sudden_severe_2_1055,"Dispatcher: さっきまで普通だったのに、急に耐えられないほど痛くなった感じですか？
Caller: 友人から短いメッセージが来ただけで、始まり方も痛みの強さもまだ聞けていません。",True,False,False,2,False,False
sudden_severe_-1_1056,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: 今は別の階にいて様子が見えず、しびれがあるかまでは分かりません。",True,False,False,-1,False,False
sudden_severe_-1_1057,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: いいえ、手足は普通に動いていて、しびれもないと言っています。",True,False,False,-1,False,False
sudden_severe_-1_1058,"Dispatcher: いつも通りの様子ですか？
Caller: いいえ、話しかけても返事がちぐはぐで、落ち着きなく同じことを繰り返しています。",True,False,False,-1,False,False
sudden_severe_-1_1059,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: まだ本人のそばにいないので、しびれや動かしにくさがあるかは分かりません。",True,False,False,-1,False,False
sudden_severe_-1_1060,"Dispatcher: ぼんやりしているなど、普段と違う振る舞いはありますか？
Caller: 電話で頭が痛いと聞いただけで、普段と違う様子があるかまでは確認できていません。",True,False,False,-1,False,False
sudden_severe_0_1061,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、さっき急にものすごく痛いと言ってうずくまりました。",True,False,False,0,False,False
sudden_severe_0_1062,"Dispatcher: いつもの頭痛ではなく、急に強く出た感じですか？
Caller: はい、会議中にいきなり頭を押さえて、今までで一番痛いと言っています。",True,False,False,0,False,False
sudden_severe_0_1063,"Dispatcher: 頭の痛みは急に起きた強い痛みですか？
Caller: はい、数分前まで普通だったのに、突然ひどい頭痛が来たみたいです。",True,False,False,0,False,False
sudden_severe_0_1064,"Dispatcher: 激しい頭痛が急に起こりましたか？
Caller: はい、急に始まって、我慢できないほど痛いと言っています。",True,False,False,0,False,False
sudden_severe_0_1065,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、急にガーンと来たと言っていて、かなり強い痛みです。",True,False,False,0,False,False
sudden_severe_1_1066,"Dispatcher: いつもの頭痛ではなく、急に強く出た感じですか？
Caller: いいえ、朝から少しずつ痛くなってきたそうで、急にひどくなったわけではありません。",True,False,False,1,False,False
sudden_severe_1_1067,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、昨日から続いている頭痛で、急に起きた強い痛みではありません。",True,False,False,1,False,False
sudden_severe_1_1068,"Dispatcher: 激しい頭痛が急に起こりましたか？
Caller: いいえ、徐々に痛くなってきただけです。",True,False,False,1,False,False
sudden_severe_1_1069,"Dispatcher: いつもの頭痛ではなく、急に強くなったんですか？
Caller: いえ、急にではなさそうで、本人も前から少し痛かったと言っています。",True,False,False,1,False,False
sudden_severe_1_1070,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、昼ごろからだんだん痛みが増した感じで、いきなりではないです。",True,False,False,1,False,False
sudden_severe_2_1071,"Dispatcher: いつもの頭痛ではなく、急に強く出た感じですか？
Caller: そこはまだ聞けておらず、急だったのか強かったのか分かりません。",True,False,False,2,False,False
sudden_severe_2_1072,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 本人が別室で休んでいて、急に始まったのか、激しい痛みなのかはまだ確認できません。",True,False,False,2,False,False
sudden_severe_2_1073,"Dispatcher: 頭の痛みは、急に出た強い痛みですか？
Caller: 近くにいないので、そのあたりは分かりません。",True,False,False,2,False,False
sudden_severe_2_1074,"Dispatcher: 激しい頭痛が急に起こりましたか？
Caller: 急にだったのか、強い痛みなのかはまだ本人に確認できていません。",True,False,False,2,False,False
sudden_severe_2_1075,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 娘から頭が痛いとだけ連絡があって、急に始まったのか、どれほど強いのかは分かりません。",True,False,False,2,False,False
sudden_severe_-1_1076,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: いいえ、しびれはなく、腕も足も動かせています。",True,False,False,-1,False,False
sudden_severe_-1_1077,"Dispatcher: 普段と違う振る舞いや様子はありますか？
Caller: いいえ、受け答えは普通で、様子もいつもと変わりません。",True,False,False,-1,False,False
sudden_severe_-1_1078,"Dispatcher: 体の片側が動かしにくいなどはありますか？
Caller: はい、左腕がしびれて力が入りにくいと言っています。",True,False,False,-1,False,False
sudden_severe_-1_1079,"Dispatcher: 普通に手足は使えていますか？
Caller: いいえ、右足がしびれると言っていて、立つとふらついています。",True,False,False,-1,False,False
sudden_severe_-1_1080,"Dispatcher: いつも通りに受け答えできていますか？
Caller: はい、会話も普通で、特に変わった様子はありません。",True,False,False,-1,False,False
sudden_severe_0_1081,"Dispatcher: いきなりひどい頭痛になった感じですか？
Caller: はい、夫がさっき急に頭を押さえて、我慢できないくらい痛いと言い出しました。",True,False,False,0,False,False
sudden_severe_0_1082,"Dispatcher: いつもの頭痛ではなく、急に強く出た感じですか？
Caller: 同僚が会議中まで普通だったのに、突然うずくまって耐えられないほど痛いと言っています。",True,False,False,0,False,False
sudden_severe_0_1083,"Dispatcher: いきなりひどい頭痛になった感じですか？
Caller: はい、母が急に今までで一番痛いと言っていて、かなり激しいです。",True,False,False,0,False,False
sudden_severe_0_1084,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、友人が車を降りた直後に急に頭が割れるほど痛いと言って、その場にしゃがみ込みました。",True,False,False,0,False,False
sudden_severe_0_1085,"Dispatcher: さっきまで普通だったのに、急に我慢できないほどの頭痛が出たのですか？
Caller: はい、弟はテレビを見ていたのに突然叫ぶように痛がって、耐えられないと言っています。",True,False,False,0,False,False
sudden_severe_1_1086,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、母は朝から少しずつ痛くなってきたと言っていて、急にではありません。",True,False,False,1,False,False
sudden_severe_1_1087,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、同僚は昼ごろからじわじわ痛くなったようで、いきなりひどくなったわけではないです。",True,False,False,1,False,False
sudden_severe_1_1088,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、娘は昨日から続く頭痛で、急に起きた強い痛みではありません。",True,False,False,1,False,False
sudden_severe_1_1089,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: はい、夫は急にではなく、夕方からだんだん痛くなってきたと言っています。",True,False,False,1,False,False
sudden_severe_1_1090,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、友人は仕事中から重い感じが続いていただけで、急に耐えられない痛みが出たわけではありません。",True,False,False,1,False,False
sudden_severe_2_1091,"Dispatcher: いつもの頭痛ではなく、急に強く出た感じですか？
Caller: 本人から頭が痛いとメッセージが来ただけで、急にひどくなったのかまでは分かりません。",True,False,False,2,False,False
sudden_severe_2_1092,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: 突然だったかどうかは分かりません。",True,False,False,2,False,False
sudden_severe_2_1093,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: 激しいのか急なのか、そこまでは確認できていません。",True,False,False,2,False,False
sudden_severe_2_1094,"Dispatcher: 激しい痛みが突然起こりましたか？
Caller: 近くにいないので、急に始まった強い頭痛かどうかは分かりません。",True,False,False,2,False,False
sudden_severe_2_1095,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 祖母から頭痛がすると電話があっただけで、急に起きたのか、どれほど強いのかはまだ確認できていません。",True,False,False,2,False,False
sudden_severe_-1_1096,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: いいえ、父は手足は普通に動いていて、しびれもないと言っています。",True,False,False,-1,False,False
sudden_severe_-1_1097,"Dispatcher: 何か変わった様子はありますか？
Caller: いいえ、受け答えも普段どおりで、特におかしな様子はありません。",True,False,False,-1,False,False
sudden_severe_-1_1098,"Dispatcher: しびれや麻痺はありますか？
Caller: 今は本人のそばにいないので、しびれや麻痺があるかは分かりません。",True,False,False,-1,False,False
sudden_severe_-1_1099,"Dispatcher: 普段と違う振る舞いや様子はありますか？
Caller: 今日はまだ直接会っていないので、いつもと違う様子かどうかは分かりません。",True,False,False,-1,False,False
sudden_severe_-1_1100,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: 電話で頭が痛いと聞いただけで、しびれがあるかまでは確認できていません。",True,False,False,-1,False,False
sudden_severe_0_1101,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、妻が料理中に急に頭を抱えて、その場で動けないほど痛いと言い出しました。",True,False,False,0,False,False
sudden_severe_0_1102,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、父は散歩から戻った直後に急にものすごく痛いと言って、顔をしかめて座り込んでいます。",True,False,False,0,False,False
sudden_severe_0_1103,"Dispatcher: いきなりひどい頭痛になった感じですか？
Caller: はい、同僚が急に耐えられないほど頭が痛いと言って倒れ込みました。",True,False,False,0,False,False
sudden_severe_0_1104,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、娘が勉強中に急に頭が割れそうなくらい痛いと言い出して、泣いています。",True,False,False,0,False,False
sudden_severe_0_1105,"Dispatcher: 頭の痛みは、急に出た強い痛みですか？
Caller: はい、友人はさっきまで普通に話していたのに、突然こんなの初めてというくらい激しい頭痛を訴えています。",True,False,False,0,False,False
sudden_severe_1_1106,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: はい、姉は朝から徐々に痛くなったと言っていて、急にひどくなったわけではありません。",True,False,False,1,False,False
sudden_severe_1_1107,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、夫は数時間前から少しずつ痛くなっていて、急な強い痛みではありません。",True,False,False,1,False,False
sudden_severe_1_1108,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、同僚は前から鈍い痛みが続いていたようで、突然の激痛ではなさそうです。",True,False,False,1,False,False
sudden_severe_1_1109,"Dispatcher: いきなりひどい頭痛になった感じですか？
Caller: いいえ、母は買い物の途中から少しずつ痛みが増したと言っていて、急にではありません。",True,False,False,1,False,False
sudden_severe_1_1110,"Dispatcher: いきなりひどい頭痛になった感じですか？
Caller: いいえ、急な激しい痛みではないです。",True,False,False,1,False,False
sudden_severe_2_1111,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 同僚から頭が痛いと連絡を受けただけで、急に起きたのか、どれほど強いのかまでは分かりません。",True,False,False,2,False,False
sudden_severe_2_1112,"Dispatcher: いつもの頭痛ではなく、急にひどくなった感じですか？
Caller: そこは確認できていません。急に強くなったのかどうか分かりません。",True,False,False,2,False,False
sudden_severe_2_1113,"Dispatcher: 急に強い頭痛ですか？
Caller: 分かりません。",True,False,False,2,False,False
sudden_severe_2_1114,"Dispatcher: さっきまで普通だったのに、急に耐えられないくらい頭が痛くなった感じですか？
Caller: 友人からメッセージが来ただけなので、始まり方も痛みの強さもまだ聞けていません。",True,False,False,2,False,False
sudden_severe_2_1115,"Dispatcher: 突然の激しい頭痛ですか？
Caller: それは分かりません。",True,False,False,2,False,False
sudden_severe_-1_1116,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: はい、父は右腕がしびれていて、うまく力が入らないと言っています。",True,False,False,-1,False,False
